Date,Close/Last,Volume,Open,High,Low
12/01/2021,935.2,16134,932,953.5,925
11/30/2021,927.3,23488,960.4,967.2,922.7
11/29/2021,964.5,13241,954,979.5,951.3
11/26/2021,954.3,28391,975.1,999.9,944.9
11/24/2021,975.3,17075,968.7,984.7,965.3
11/23/2021,964.2,30684,1016,1024.3,956.5
11/22/2021,1015.1,15711,1034.5,1044,1013.4
11/19/2021,1036,14149,1054.4,1065.4,1033.1
11/18/2021,1056.4,14140,1065.9,1080,1048
11/17/2021,1069.1,11206,1070.1,1080.5,1059.5
11/16/2021,1074.5,18560,1095,1113.1,1066.8
11/15/2021,1096.9,11645,1089,1103.3,1075.7
11/12/2021,1089.2,11425,1093.2,1097.4,1073
11/11/2021,1094.5,12233,1075,1099.5,1070.4
11/10/2021,1077,22448,1064.5,1099,1054.6
11/09/2021,1061.4,10216,1058.9,1067.8,1047.4
11/08/2021,1060,12379,1036.2,1066.6,1033.3
11/05/2021,1035.8,8531,1027.3,1042.8,1022.7
11/04/2021,1029.3,11700,1033,1050.2,1025.4
11/03/2021,1022.5,11155,1040.2,1049,1021.5
11/02/2021,1039.3,15281,1068.5,1069.2,1038.5
11/01/2021,1067.3,17338,1020.9,1070.2,1018.9
10/29/2021,1020.7,12148,1020,1025.7,1005.2
10/28/2021,1023.9,9906,1012.4,1035.7,1008.9
10/27/2021,1019.3,12081,1031.8,1033.8,1010.6
10/26/2021,1032.9,16842,1063.6,1064,1017
10/25/2021,1063.8,12732,1044.8,1066.6,1040.4
10/22/2021,1052.1,17684,1053,1080.8,1042.8
10/21/2021,1049.7,12108,1054.5,1066.8,1038
10/20/2021,1052.3,10447,1043.4,1058,1036.7
10/19/2021,1047.1,11474,1039.1,1059.3,1036.7
10/18/2021,1037.9,12836,1059,1062.7,1034.8
10/15/2021,1058.9,16301,1057.5,1062.9,1043.6
10/14/2021,1052.3,19128,1021,1064.2,1015
10/13/2021,1024.2,12780,1008,1033.8,1003
10/12/2021,1011.7,9910,1005.8,1020.7,1002
10/11/2021,1006.9,15356,1027.1,1037.6,1004.6
10/08/2021,1028.2,23199,979.8,1041.7,977.9
10/07/2021,985.3,11616,985,997.7,975.3
10/06/2021,977.2,16451,959.8,988.8,939.1
10/05/2021,959.8,8315,964.1,965.9,945
10/04/2021,961.6,13411,974.5,981.1,943
10/01/2021,973.6,9464,962,978,954.9
09/30/2021,962.4,10921,949.2,968.9,949
09/29/2021,947,13306,964.6,972,941.4
09/28/2021,961.9,16326,977.5,984.7,958.7
09/27/2021,977.8,9288,981,996.5,972.6
09/24/2021,976.3,10134,986.7,990.3,962.3
09/23/2021,995.4,11299,994.7,1010.7,979.7
09/22/2021,999.8,13524,951.5,1007.9,945.6
09/21/2021,950.8,28677,902.6,955.8,902.2
09/20/2021,899.2,22214,930.8,934.3,892.6
09/17/2021,930.6,17489,922.5,949.1,922.5
09/16/2021,923.3,15052,938.4,950.5,921
09/15/2021,930.5,18946,933.4,939.7,915.6
09/14/2021,938.7,21569,957,957.7,927.1
09/13/2021,957.5,16992,951,958.4,942.2
09/10/2021,956.5,19110,972,981.5,942.7
09/09/2021,974.5,15015,974,984.6,967.3
09/08/2021,976.1,16545,994.8,1003.8,971
09/07/2021,995.9,18159,1021.6,1026.1,990
09/03/2021,1021.6,15507,997,1026.5,992.4
09/02/2021,994.2,11644,998.6,1006.8,986
09/01/2021,999.6,12950,1010.6,1015.3,993.8
08/31/2021,1014.1,12561,1002.7,1017.2,992
08/30/2021,1002.1,8819,1006.1,1014.2,994.8
08/27/2021,1006.5,13521,974.3,1008.2,974.2
08/26/2021,975.5,12701,993.5,995.7,972.2
08/25/2021,993.5,10937,1009,1009.9,984.7
08/24/2021,1010.1,10660,1013.7,1019.1,1002.1
08/23/2021,1014.1,12432,992.9,1018,987.8
08/20/2021,994.2,11263,969.1,995.5,966.3
08/19/2021,971.2,18091,993.7,996.2,956
08/18/2021,996.4,12736,994.7,1009.7,985.2
08/17/2021,993.8,12804,1021.9,1028,987.3
08/16/2021,1021.1,10372,1026.5,1027,1001.3
08/13/2021,1026,7398,1016.3,1029.2,1011.7
08/12/2021,1017.7,9263,1016.4,1023,1004
08/11/2021,1015.6,12346,990,1018.3,990
08/10/2021,987,12799,972.3,996.9,968.8
08/09/2021,970.9,15735,973.9,980.6,954
08/06/2021,972.2,19615,998.7,1003.9,968.7
08/05/2021,1005.7,16885,1019.6,1021.6,996.8
08/04/2021,1021.3,15526,1046,1052,1016.6
08/03/2021,1046.9,10989,1055.4,1055.4,1036.3
08/02/2021,1056.3,10536,1047.8,1065.9,1046
07/30/2021,1048.4,17458,1062.5,1062.7,1032.5
07/29/2021,1067.6,13085,1065.7,1081.3,1059.4
07/28/2021,1058.1,9725,1052,1068,1044.6
07/27/2021,1049.5,14879,1065.2,1069.2,1044
07/26/2021,1070,11492,1057.1,1073.5,1054
07/23/2021,1061.4,16835,1092.9,1097.3,1042.2
07/22/2021,1090.6,9095,1078.2,1094.2,1072.9
07/21/2021,1075.3,10029,1063.7,1081.1,1060.7
07/20/2021,1065.2,14821,1074.3,1084.4,1053.3
07/19/2021,1071.4,17134,1101,1107.1,1063.8
07/16/2021,1108.5,14366,1140.2,1141.2,1096.5
07/15/2021,1137.7,12757,1130.5,1145.2,1125.1
07/14/2021,1128.1,14976,1103.4,1135.3,1101
07/13/2021,1111.2,11586,1120.4,1122,1100.2
07/12/2021,1123,16029,1098,1123.8,1085.3
07/09/2021,1095.7,11279,1072,1099.5,1065.7
07/08/2021,1074.5,13212,1085.4,1086.3,1062.3
07/07/2021,1081.9,9865,1089.1,1100,1071
07/06/2021,1084,18593,1088.1,1118,1075.5
07/02/2021,1087.7,9657,1082.4,1096.5,1079.4
07/01/2021,1080.9,11789,1071.6,1094.5,1059.8
06/30/2021,1072.9,12322,1067.7,1075.5,1049.1
06/29/2021,1070.6,18272,1093.2,1097.7,1060
06/28/2021,1099.5,16181,1111,1116.1,1092.1
06/25/2021,1105.7,9942,1094.9,1113.1,1093.1
06/24/2021,1096.1,8257,1085.8,1098.6,1070.4
06/23/2021,1089.5,10028,1075.7,1096.4,1072
06/22/2021,1072.9,8659,1057.6,1076.9,1053.5
06/21/2021,1050.6,20187,1038.5,1055.8,1021.7
06/18/2021,1041,23228,1056,1083,1035
06/17/2021,1055.2,35871,1120.9,1131.4,1043.9
06/16/2021,1141.9,13606,1152.5,1155.1,1116
06/15/2021,1148.6,16003,1166.7,1169.4,1146
06/14/2021,1165.3,16496,1148.2,1174,1139.1
06/11/2021,1151.1,11346,1152.9,1161,1144.6
06/10/2021,1146,19033,1152,1154.1,1127
06/09/2021,1151.8,11603,1162.7,1166.9,1149.4
06/08/2021,1162.5,11869,1176.4,1179,1155
06/07/2021,1174.8,11166,1168.5,1178.4,1160.6
06/04/2021,1164.4,17795,1162,1168.8,1142
06/03/2021,1162.5,21646,1194.4,1163.3,1150
06/02/2021,1192.7,12794,1197,1199.1,1179.4
06/01/2021,1199.7,18256,1201,1198.7,1196.9
05/28/2021,1182.4,12845,1182.4,1187.2,1169.1
05/27/2021,1179.1,14397,1196.5,1200.7,1171.1
05/26/2021,1200.2,13712,1196.3,1217.6,1191.6
05/25/2021,1196.9,13400,1180.3,1200,1168.9
05/24/2021,1177.6,12828,1171.2,1183.7,1162
05/21/2021,1169.4,17571,1198.5,1207.9,1166.3
05/20/2021,1205,12188,1194.8,1213.1,1189.4
05/19/2021,1201.6,21634,1224.4,1228.8,1186.3
05/18/2021,1225.3,15969,1245.1,1252.8,1215.1
05/17/2021,1244.5,11136,1230.7,1248.4,1237.7
05/14/2021,1222.8,10452,1208.6,1236,1208
05/13/2021,1206.5,12781,1218,1224.1,1200.5
05/12/2021,1225.9,13305,1241.4,1250.8,1213.1
05/11/2021,1241.2,17549,1253.7,1256.1,1216
05/10/2021,1265.5,12416,1258,1281.4,1250.6
05/07/2021,1254.5,13458,1254.6,1264.3,1247.1
05/06/2021,1257.6,12076,1228.2,1258.3,1219
05/05/2021,1228.8,9869,1242.2,1245,1214.5
05/04/2021,1231.8,15723,1234.2,1273.9,1220.8
05/03/2021,1230.1,13591,1205.2,1248.1,1195.5
04/30/2021,1205.2,13686,1205.7,1227.8,1199.2
04/29/2021,1197.6,17131,1220.2,1206.1,1200.2
04/28/2021,1212.2,14037,1235.8,1235.8,1207.5
04/27/2021,1249.5,12233,1248.3,1261.8,1232.3
04/26/2021,1245.2,10650,1233.8,1250,1246.7
04/23/2021,1233.1,18768,1208.5,1256.7,1204.5
04/22/2021,1208.5,10147,1217,1221.9,1200.3
04/21/2021,1214.7,13683,1189,1223.3,1186.3
04/20/2021,1196.3,12751,1212.4,1214.5,1185.1
04/19/2021,1206.5,10448,1207.4,1231.9,1202.3
04/16/2021,1208.7,8587,1199.6,1212.9,1192.3
04/15/2021,1200.2,12450,1174,1207.2,1172.6
04/14/2021,1177.4,13262,1159.4,1175.8,1173.4
04/13/2021,1157.1,18869,1174.8,1186.4,1155.6
04/12/2021,1174.8,11887,1208.3,1178.5,1172.1
04/09/2021,1209.3,12657,1236.1,1237.5,1193.2
04/08/2021,1235.4,8077,1234.4,1243.7,1222.1
04/07/2021,1231.9,12454,1245.7,1252.5,1226.4
04/06/2021,1240.5,12393,1215.8,1248.7,1202.8
04/05/2021,1209.8,6988,1216.9,1225,1196.5
04/01/2021,1208.6,10741,1191.4,1217.5,1176.6
03/31/2021,1191.5,11265,1159.5,1198.3,1159.1
