Date,Close/Last,Volume,Open,High,Low,Adjusted Close
12/01/2021,103.79,N/A,103.79,103.79,103.79,103.79
11/30/2021,104.2,N/A,104.2,104.2,104.2,104.2
11/29/2021,106.58,N/A,106.58,106.58,106.58,106.58
11/26/2021,106.01,N/A,106.01,106.01,106.01,106.01
11/24/2021,108.52,N/A,108.52,108.52,108.52,108.52
11/23/2021,108.03,N/A,108.03,108.03,108.03,108.03
11/22/2021,107.79,N/A,107.79,107.79,107.79,107.79
11/19/2021,107.55,N/A,107.55,107.55,107.55,107.55
11/18/2021,107.54,N/A,107.54,107.54,107.54,107.54
11/17/2021,106.73,N/A,106.73,106.73,106.73,106.73
11/16/2021,106.74,N/A,106.74,106.74,106.74,106.74
11/15/2021,104.52,N/A,104.52,104.52,104.52,104.52
11/12/2021,104.51,N/A,104.51,104.51,104.51,104.51
11/11/2021,103.21,N/A,103.21,103.21,103.21,103.21
11/10/2021,103.06,N/A,103.06,103.06,103.06,103.06
11/09/2021,103.97,N/A,103.97,103.97,103.97,103.97
11/08/2021,103.25,N/A,103.25,103.25,103.25,103.25
11/05/2021,102.92,N/A,102.92,102.92,102.92,102.92
11/04/2021,102.27,N/A,102.27,102.27,102.27,102.27
11/03/2021,101.45,N/A,101.45,101.45,101.45,101.45
11/02/2021,100.83,N/A,100.83,100.83,100.83,100.83
11/01/2021,100.66,N/A,100.66,100.66,100.66,100.66
10/29/2021,100.67,N/A,100.67,100.67,100.67,100.67
10/28/2021,100.72,N/A,100.72,100.72,100.72,100.72
10/27/2021,99.64,N/A,99.64,99.64,99.64,99.64
10/26/2021,99.97,N/A,99.97,99.97,99.97,99.97
10/25/2021,100.61,N/A,100.61,100.61,100.61,100.61
10/22/2021,99.57,N/A,99.57,99.57,99.57,99.57
10/21/2021,99.34,N/A,99.34,99.34,99.34,99.34
10/20/2021,98.56,N/A,98.56,98.56,98.56,98.56
10/19/2021,97.68,N/A,97.68,97.68,97.68,97.68
10/18/2021,97.45,N/A,97.45,97.45,97.45,97.45
10/15/2021,96.5,N/A,96.5,96.5,96.5,96.5
10/14/2021,96.13,N/A,96.13,96.13,96.13,96.13
10/13/2021,94.23,N/A,94.23,94.23,94.23,94.23
10/12/2021,93.54,N/A,93.54,93.54,93.54,93.54
10/11/2021,93.24,N/A,93.24,93.24,93.24,93.24
10/08/2021,93.02,N/A,93.02,93.02,93.02,93.02
10/07/2021,93.91,N/A,93.91,93.91,93.91,93.91
10/06/2021,92.6,N/A,92.6,92.6,92.6,92.6
10/05/2021,92.26,N/A,92.26,92.26,92.26,92.26
10/04/2021,92.14,N/A,92.14,92.14,92.14,92.14
10/01/2021,92.32,N/A,92.32,92.32,92.32,92.32
09/30/2021,91.33,N/A,91.33,91.33,91.33,91.33
09/29/2021,93.46,N/A,93.46,93.46,93.46,93.46
