Date,Close/Last,Volume,Open,High,Low,Adjusted Close
12/01/2021,190.68,N/A,190.68,190.68,190.68,190.68
11/30/2021,195.05,N/A,195.05,195.05,195.05,195.05
11/29/2021,199.22,N/A,199.22,199.22,199.22,199.22
11/26/2021,195.83,N/A,195.83,195.83,195.83,195.83
11/24/2021,199.64,N/A,199.64,199.64,199.64,199.64
11/23/2021,198.42,N/A,198.42,198.42,198.42,198.42
11/22/2021,199.6,N/A,199.6,199.6,199.6,199.6
11/19/2021,204.04,N/A,204.04,204.04,204.04,204.04
11/18/2021,203.69,N/A,203.69,203.69,203.69,203.69
11/17/2021,203.04,N/A,203.04,203.04,203.04,203.04
11/16/2021,205.01,N/A,205.01,205.01,205.01,205.01
11/15/2021,203.25,N/A,203.25,203.25,203.25,203.25
11/12/2021,202.68,N/A,202.68,202.68,202.68,202.68
11/11/2021,199.37,N/A,199.37,199.37,199.37,199.37
11/10/2021,198.43,N/A,198.43,198.43,198.43,198.43
11/09/2021,201.29,N/A,201.29,201.29,201.29,201.29
11/08/2021,202.01,N/A,202.01,202.01,202.01,202.01
11/05/2021,201.86,N/A,201.86,201.86,201.86,201.86
11/04/2021,201.35,N/A,201.35,201.35,201.35,201.35
11/03/2021,199.18,N/A,199.18,199.18,199.18,199.18
11/02/2021,197.58,N/A,197.58,197.58,197.58,197.58
11/01/2021,197.11,N/A,197.11,197.11,197.11,197.11
10/29/2021,197.95,N/A,197.95,197.95,197.95,197.95
10/28/2021,197.07,N/A,197.07,197.07,197.07,197.07
10/27/2021,194.98,N/A,194.98,194.98,194.98,194.98
10/26/2021,195.48,N/A,195.48,195.48,195.48,195.48
10/25/2021,195.64,N/A,195.64,195.64,195.64,195.64
10/22/2021,195.33,N/A,195.33,195.33,195.33,195.33
10/21/2021,198.63,N/A,198.63,198.63,198.63,198.63
10/20/2021,197.33,N/A,197.33,197.33,197.33,197.33
10/19/2021,198.03,N/A,198.03,198.03,198.03,198.03
10/18/2021,196.46,N/A,196.46,196.46,196.46,196.46
10/15/2021,194.51,N/A,194.51,194.51,194.51,194.51
10/14/2021,192.69,N/A,192.69,192.69,192.69,192.69
10/13/2021,189.59,N/A,189.59,189.59,189.59,189.59
10/12/2021,187.58,N/A,187.58,187.58,187.58,187.58
10/11/2021,187.6,N/A,187.6,187.6,187.6,187.6
10/08/2021,189.69,N/A,189.69,189.69,189.69,189.69
10/07/2021,190.46,N/A,190.46,190.46,190.46,190.46
10/06/2021,188.31,N/A,188.31,188.31,188.31,188.31
10/05/2021,186.86,N/A,186.86,186.86,186.86,186.86
10/04/2021,184.12,N/A,184.12,184.12,184.12,184.12
10/01/2021,189.24,N/A,189.24,189.24,189.24,189.24
09/30/2021,187.08,N/A,187.08,187.08,187.08,187.08
09/29/2021,187.75,N/A,187.75,187.75,187.75,187.75
09/28/2021,188.37,N/A,188.37,188.37,188.37,188.37
09/27/2021,194.87,N/A,194.87,194.87,194.87,194.87
09/24/2021,196.79,N/A,196.79,196.79,196.79,196.79
09/23/2021,196.41,N/A,196.41,196.41,196.41,196.41
09/22/2021,194.32,N/A,194.32,194.32,194.32,194.32
09/21/2021,192.54,N/A,192.54,192.54,192.54,192.54
09/20/2021,192.23,N/A,192.23,192.23,192.23,192.23
09/17/2021,196.16,N/A,196.16,196.16,196.16,196.16
09/16/2021,198.15,N/A,198.15,198.15,198.15,198.15
09/15/2021,197.7,N/A,197.7,197.7,197.7,197.7
09/14/2021,196.4,N/A,196.4,196.4,196.4,196.4
09/13/2021,196.47,N/A,196.47,196.47,196.47,196.47
09/10/2021,197.24,N/A,197.24,197.24,197.24,197.24
09/09/2021,198.47,N/A,198.47,198.47,198.47,198.47
09/08/2021,199.36,N/A,199.36,199.36,199.36,199.36
09/07/2021,200.29,N/A,200.29,200.29,200.29,200.29
09/03/2021,199.74,N/A,199.74,199.74,199.74,199.74
09/02/2021,198.53,N/A,198.53,198.53,198.53,198.53
09/01/2021,199.13,N/A,199.13,199.13,199.13,199.13
08/31/2021,198.44,N/A,198.44,198.44,198.44,198.44
08/30/2021,198.96,N/A,198.96,198.96,198.96,198.96
08/27/2021,196.57,N/A,196.57,196.57,196.57,196.57
08/26/2021,194.54,N/A,194.54,194.54,194.54,194.54
08/25/2021,195.76,N/A,195.76,195.76,195.76,195.76
08/24/2021,195.51,N/A,195.51,195.51,195.51,195.51
08/23/2021,194.63,N/A,194.63,194.63,194.63,194.63
08/20/2021,191.94,N/A,191.94,191.94,191.94,191.94
08/19/2021,190.3,N/A,190.3,190.3,190.3,190.3
08/18/2021,189.62,N/A,189.62,189.62,189.62,189.62
08/17/2021,190.92,N/A,190.92,190.92,190.92,190.92
08/16/2021,192.51,N/A,192.51,192.51,192.51,192.51
08/13/2021,192.65,N/A,192.65,192.65,192.65,192.65
08/12/2021,192.13,N/A,192.13,192.13,192.13,192.13
08/11/2021,191.4,N/A,191.4,191.4,191.4,191.4
08/10/2021,191.9,N/A,191.9,191.9,191.9,191.9
08/09/2021,193.18,N/A,193.18,193.18,193.18,193.18
08/06/2021,193.19,N/A,193.19,193.19,193.19,193.19
08/05/2021,193.61,N/A,193.61,193.61,193.61,193.61
08/04/2021,192.12,N/A,192.12,192.12,192.12,192.12
08/03/2021,191.1,N/A,191.1,191.1,191.1,191.1
08/02/2021,190.55,N/A,190.55,190.55,190.55,190.55
07/30/2021,191.07,N/A,191.07,191.07,191.07,191.07
07/29/2021,193.74,N/A,193.74,193.74,193.74,193.74
07/28/2021,194.23,N/A,194.23,194.23,194.23,194.23
07/27/2021,193.56,N/A,193.56,193.56,193.56,193.56
07/26/2021,195.69,N/A,195.69,195.69,195.69,195.69
07/23/2021,196.08,N/A,196.08,196.08,196.08,196.08
07/22/2021,192.24,N/A,192.24,192.24,192.24,192.24
07/21/2021,190.59,N/A,190.59,190.59,190.59,190.59
07/20/2021,188.73,N/A,188.73,188.73,188.73,188.73
07/19/2021,185.82,N/A,185.82,185.82,185.82,185.82
07/16/2021,188.12,N/A,188.12,188.12,188.12,188.12
07/15/2021,189.37,N/A,189.37,189.37,189.37,189.37
